nro_identificacion;bgi_30;acierta_plus;score_trview;edad_cliente;INGRESOS;cupo_max_TDC;tiene_telcos;tiene_real;tiene_coop;ant_max;ant_real;ant_telcos;meses_ultima_apr_tdc;meses_ultima_apr_cab;num_tdc;util_tdc_rot;cant_mora_30;cant_mora_60;telcos;ciudad_exp;entidad_cupo_max;nro_ahor_mer;nro_corr_mer;nro_cons_2m_tdc_mer;nro_cons_2m_cab_mer;sector_real
10084;0;774;105;41;6624000;13130000;1;0;0;2.83;-1.00;10.42;26,76666667;19,7;3;0,024694365;0;0;4;BOGOTA D.C.;TUYA S.A.;3.00;0.00;0;1;0
10085;0;682;17;33;1333000;0;0;1;0;-1.00;4.67;-1.00;NULL;NULL;0;0;0;0;0;TURBANA;;0.00;4.00;1;2;4
10086;0;709;46;46;6028000;8086000;0;0;1;6.17;-1.00;-1.00;21,66666667;NULL;2;0,427273722;1;0;0;OCA/A;TUYA S.A.;0.00;0.00;1;2;0
10087;0;800;163;44;2467000;0;0;1;0;-1.00;0.25;-1.00;NULL;NULL;0;0;0;0;0;BOGOTA D.C.;;2.00;2.00;0;0;1
10088;1;734;140;59;10218000;9800000;1;0;0;5.67;-1.00;6.83;60,26666667;38,93333333;3;0,208990941;2;1;3;CARTAGENA;BCO DAVIVIENDA;2.00;2.00;0;0;0
10089;1;624;14;39;1192000;700000;1;1;0;4.00;9.08;7.25;50,1;39,96666667;1;0,605853659;0;0;3;CAICEDO;TUYA S.A.;0.00;2.00;0;1;7
10090;1;830;100;39;8546000;6300000;1;0;1;7.92;-1.00;3.75;108,9666667;NULL;1;0,519758768;0;0;2;MEDELLIN;CREDENCIAL;2.00;0.00;0;0;0
10091;0;671;12;30;2119000;1653000;1;1;0;0.25;6.00;4.08;21,66666667;NULL;1;0,394800484;0;0;3;CALI;TUYA S.A.;0.00;8.00;1;1;9
10092;0;767;82;61;2741000;880000;1;0;0;13.67;-1.00;1.25;NULL;15,63333333;2;0;0;0;1;BOGOTA D.C.;BCO DAVIVIENDA;0.00;2.00;0;0;0
10093;0;808;138;32;4678000;3700000;1;1;0;6.33;0.17;6.33;87,63333333;NULL;4;0,094378068;1;1;2;CARMEN DE APICA;BCO DAVIVIENDA;0.00;0.00;0;0;1
10094;1;653;78;26;6152000;5000000;1;1;0;1.67;2.67;0.92;22,7;22,7;2;0,546457507;0;0;2;SINCELEJO;BANCOLOMBIA MASTERCARD;2.00;2.00;0;0;2
10095;0;765;113;32;1838000;0;1;1;1;-1.00;8.58;2.83;NULL;NULL;0;0;0;0;2;SAN VICENTE DE;;0.00;2.00;0;0;1
10096;0;723;55;34;1440000;0;1;1;0;-1.00;8.33;3.75;NULL;NULL;0;0;0;0;2;PIEDECUESTA;;0.00;0.00;0;0;3
10097;0;663;14;29;5598000;5000000;1;1;0;1.00;1.58;6.67;24,73333333;27,8;2;0,772622738;0;0;2;VELEZ;BANCOLOMBIA VISA;0.00;2.00;0;0;4
10098;1;734;53;25;2724000;2000000;1;1;0;0.50;1.58;2.58;NULL;NULL;2;0,0039992;0;0;2;SAN GIL;BCO DAVIVIENDA;0.00;2.00;0;0;3
10099;0;747;126;35;1498000;3850000;1;0;0;7.17;-1.00;2.92;35,9;15,63333333;3;0,142608506;0;0;5;BOGOTA D.C.;B. FALLABELLA;0.00;0.00;0;0;0
10100;0;699;132;36;4256000;7860000;1;1;0;3.33;2.17;6.67;18,7;32,9;4;0,620233463;0;0;4;BARRANQUILLA;BANCO SERFINANZA S.A;0.00;0.00;1;0;2
10101;1;786;169;63;2070000;0;1;0;1;-1.00;-1.00;6.00;NULL;NULL;0;0;0;0;1;GRANADA;;0.00;0.00;0;0;0
10102;0;654;12;35;1532000;1500000;1;1;0;0.42;1.67;1.67;NULL;NULL;1;1;0;0;1;PIOJO;BCO DAVIVIENDA;0.00;0.00;0;0;3
10103;0;762;28;41;2956000;14100000;0;0;0;1.25;-1.00;-1.00;NULL;27,8;2;0,469725784;0;0;0;BUCARAMANGA;BCO DAVIVIENDA;2.00;0.00;0;1;0
10104;0;850;159;42;4861000;4600000;0;1;0;4.25;0.25;-1.00;36,9;69,43333333;1;0;0;0;0;BUCARAMANGA;BCO COLPATRIA;0.00;2.00;0;1;1
10105;0;800;156;52;1490000;0;0;0;1;0.17;-1.00;-1.00;NULL;19,7;0;0;0;0;0;CONVENCION;;0.00;2.00;0;1;0
10106;0;796;125;63;2202000;600000;0;1;0;2.50;0.25;-1.00;48,06666667;NULL;1;0;0;0;0;OCA/A;BANCO SERFINANZA S.A;0.00;0.00;0;1;1
10107;0;687;122;63;2724000;0;0;1;0;1.50;0.50;-1.00;NULL;35,9;0;1;0;0;0;PASTO;;0.00;4.00;0;0;5
10108;0;707;152;68;6997000;10000000;1;1;0;2.33;0.75;3.42;NULL;46;1;0,172441378;0;0;2;TUMACO;BCO DAVIVIENDA;0.00;4.00;0;2;1
10109;0;734;131;42;1763000;3090000;0;0;0;2.42;-1.00;-1.00;31,86666667;NULL;3;0,265037594;0;0;0;TURBACO;B. FALLABELLA;0.00;6.00;0;1;0
10110;0;752;97;37;1639000;350000;1;0;0;0.33;-1.00;1.33;19,7;NULL;1;0;0;0;1;SOLEDAD;TUYA S.A.;0.00;2.00;1;0;0
10111;0;709;106;51;2509000;2000000;1;1;0;1.58;4.00;7.08;15,63333333;31,86666667;1;0,015492254;0;0;2;CORDOBA;BANCO SERFINANZA S.A;0.00;8.00;0;3;4
10112;1;833;160;64;1598000;0;1;1;0;-1.00;11.17;5.25;NULL;NULL;0;0;0;0;1;YARUMAL;;0.00;0.00;0;1;1
10113;0;667;53;22;1797000;0;0;1;0;-1.00;0.25;-1.00;NULL;NULL;0;0;0;0;0;FLORIDABLANCA;;0.00;4.00;0;1;1
10114;1;745;160;29;7684000;12000000;1;1;1;8.00;1.17;1.25;87,63333333;NULL;7;0,624531305;0;0;2;;BCO DAVIVIENDA;2.00;2.00;0;0;1
10115;0;717;57;37;1548000;0;1;0;0;0.17;-1.00;1.67;NULL;21,66666667;0;0;0;0;1;CAJICA;;0.00;0.00;0;0;0
10116;1;425;56;47;1838000;0;1;1;0;-1.00;11.08;8.58;NULL;NULL;0;0;0;0;3;UBATE;;0.00;0.00;0;0;5
10117;0;805;89;53;1548000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;GIRARDOT;;0.00;0.00;0;0;0
10118;1;684;11;52;1888000;2000000;1;1;1;6.25;9.25;4.75;53,16666667;NULL;3;0,329098105;1;1;3;PUERTO TRIUNFO;BCO AGRARIO;0.00;4.00;1;0;7
10119;1;728;118;69;20793000;30900000;1;0;0;10.75;-1.00;1.50;15,63333333;31,86666667;8;0,143234744;0;0;5;VILLAVICENCIO;BCO DE BOGOTA;5.00;2.00;0;3;0
10120;0;694;68;25;1565000;2000000;1;0;0;0.25;-1.00;5.42;NULL;NULL;1;0,916041979;0;0;2;BOGOTA D.C.;BCO DAVIVIENDA;0.00;0.00;0;1;0
10121;1;451;56;35;2724000;1490000;1;1;0;2.33;12.67;6.92;36,9;NULL;4;0,732861913;1;1;3;BOGOTA D.C.;TUYA S.A.;0.00;4.00;0;1;2
10122;1;816;161;63;3039000;2196000;0;1;0;13.75;0.25;-1.00;98,8;NULL;2;0,025018764;0;0;0;GUAPI;BCO COLPATRIA;0.00;0.00;0;0;1
10123;0;816;151;63;2898000;2000000;1;1;0;0.17;0.08;16.25;NULL;NULL;1;0,106946527;0;0;4;APIA;BCO DAVIVIENDA;0.00;4.00;0;0;1
10124;1;752;142;54;3171000;5500000;1;1;0;12.08;0.92;11.83;19,7;NULL;3;0,438276597;0;0;3;GIRARDOT;BANCO SERFINANZA S.A;0.00;0.00;0;0;2
10125;0;613;12;27;2666000;3200000;1;0;0;5.08;-1.00;3.67;57,23333333;35,9;3;1;2;1;3;BOGOTA D.C.;BCO DAVIVIENDA;0.00;2.00;0;1;0
10126;1;697;72;46;4745000;6000000;1;1;0;1.67;0.25;6.25;35,9;37,93333333;2;1;0;0;2;LA CAPILLA;B. FALLABELLA;0.00;0.00;0;2;2
10127;0;756;48;40;7511000;2900000;1;0;0;1.92;-1.00;3.25;41;19,7;1;1,2;0;0;10;ENVIGADO;BCO DE BOGOTA;3.00;2.00;0;4;0
10128;0;745;136;69;2840000;0;1;1;0;4.42;1.42;1.08;NULL;71,4;0;0;0;0;2;VILLAVICENCIO;;0.00;2.00;0;0;1
10129;0;858;154;59;7486000;9900000;0;1;0;9.25;0.25;-1.00;53,16666667;NULL;3;0,448119414;0;0;0;TOCAIMA;BCO DE BOGOTA;0.00;2.00;0;2;1
10130;1;405;14;43;2550000;0;1;1;0;-1.00;1.92;3.83;NULL;NULL;0;0;0;0;2;SAN VICENTE DEL;;0.00;0.00;1;2;3
10131;1;703;23;34;1854000;1500000;1;1;0;2.33;1.08;3.08;46;25,76666667;2;0,723090909;2;0;3;BARBOSA;BANCOLOMBIA VISA;0.00;2.00;0;1;2
10132;0;755;148;48;2931000;5400000;1;1;1;3.75;0.75;2.33;58,2;NULL;1;0;0;0;1;RIO DE ORO;TUYA S.A.;0.00;2.00;0;0;1
10133;0;671;53;56;2741000;1320000;1;1;0;0.25;2.17;5.67;18,7;NULL;1;0,853898562;0;0;4;CUCUTA;BCO COLPATRIA;0.00;0.00;0;0;2
10134;1;878;160;65;11875000;18500000;1;0;0;6.00;-1.00;10.42;51,1;24,73333333;4;0,259079753;0;0;3;PASTO;BCO COLPATRIA;5.00;0.00;0;0;0
10135;0;688;13;21;1093000;800000;0;0;0;0.42;-1.00;-1.00;NULL;NULL;1;0,006242197;0;0;0;SOACHA;BCO DAVIVIENDA;0.00;6.00;0;0;0
10136;0;749;105;50;3064000;7802000;1;0;0;2.58;-1.00;4.58;42;22,7;3;0,306552487;0;0;3;RIONEGRO;TUYA S.A.;0.00;2.00;0;2;0
10137;0;805;82;62;2699000;0;0;0;0;1.67;-1.00;-1.00;NULL;18,7;0;0;0;0;0;ANDES;;0.00;4.00;0;1;0
10138;1;681;17;46;2914000;1100000;1;1;0;0.92;1.25;2.17;28,83333333;NULL;1;1;1;0;1;GIRON;CREDIVALORES CREDIUNO;0.00;0.00;0;0;2
10139;0;792;160;NULL;2633000;4197000;1;1;0;3.08;1.33;8.75;49,06666667;55,2;1;0,494282992;4;0;2;VILLA ROSARIO;CREDIVALORES CREDIUNO;0.00;0.00;0;0;1
10140;0;804;140;32;8653000;23730000;1;0;0;8.08;-1.00;1.25;15,63333333;15,63333333;3;0,003305018;0;0;1;BOGOTA D.C.;B. FALLABELLA;0.00;2.00;0;0;0
10141;0;752;105;27;2327000;7620000;1;0;0;5.83;-1.00;3.25;14,6;NULL;5;0,363825966;0;0;2;BOGOTA D.C.;TUYA S.A.;0.00;0.00;0;3;0
10142;1;156;14;22;1043000;0;1;1;0;-1.00;1.50;2.17;NULL;NULL;0;0;0;0;2;BOGOTA D.C.;;0.00;2.00;0;0;2
10143;0;858;169;60;5134000;5800000;1;1;0;8.25;5.83;8.33;113,0333333;24,73333333;1;0,02878814;0;0;1;BOGOTA D.C.;B. FALLABELLA;1.00;0.00;0;0;8
10144;0;814;146;51;1581000;0;1;0;0;-1.00;-1.00;5.92;NULL;NULL;0;0;0;0;1;RIVERA;;0.00;4.00;1;0;0
10145;0;849;170;58;2865000;9350000;0;0;0;6.58;-1.00;-1.00;34,86666667;NULL;4;0,011186801;0;0;0;BARRANCABERMEJA;B. FALLABELLA;0.00;0.00;0;2;0
10146;0;750;28;37;4215000;2700000;1;0;0;1.33;-1.00;1.75;26,76666667;NULL;2;0,51154487;0;0;1;SAN ONOFRE;BBVA COLOMBIA;0.00;4.00;0;0;0
10147;0;631;98;65;1705000;3297000;1;0;0;0.25;-1.00;2.17;15,63333333;NULL;1;0,909945421;0;0;1;BOGOTA D.C.;TUYA S.A.;0.00;0.00;0;0;0
10148;1;827;142;38;1540000;650000;1;0;0;5.75;-1.00;4.58;85,6;NULL;1;0,288786482;0;0;2;SAN VICENTE;TUYA S.A.;0.00;0.00;0;0;0
10149;0;450;145;44;2302000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;MAGANGUE;;3.00;2.00;0;1;0
10150;0;864;146;61;2418000;0;0;0;1;3.25;-1.00;-1.00;NULL;NULL;0;0,0544;0;0;0;RIONEGRO;;0.00;0.00;0;1;0
10151;0;786;140;61;3974000;0;0;1;0;-1.00;25.58;-1.00;NULL;NULL;0;0;0;0;0;OIBA;;0.00;0.00;1;0;18
10152;0;763;88;37;1324000;0;0;0;0;0.25;-1.00;-1.00;NULL;18,7;0;0;0;0;0;QUINCHIA;;0.00;2.00;0;1;0
10153;0;584;96;56;3022000;600000;1;1;1;0.25;1.17;1.33;18,7;NULL;1;0;0;0;1;SABOYA;TUYA S.A.;0.00;0.00;1;0;2
10154;0;772;114;69;2186000;2363000;0;0;0;0.33;-1.00;-1.00;19,7;NULL;1;0,068950931;0;0;0;CALAMAR;TUYA S.A.;0.00;0.00;1;0;0
10155;1;828;162;54;14193000;35000000;1;1;0;6.33;4.42;14.00;18,7;NULL;6;0,130232075;0;0;5;BOGOTA D.C.;BANCOLOMBIA VISA;2.00;2.00;0;0;1
10156;0;729;80;61;1449000;0;0;1;0;-1.00;0.33;-1.00;NULL;NULL;0;0;0;0;0;BARRANQUILLA;;0.00;2.00;1;0;1
10157;1;513;19;36;3751000;600000;1;1;0;3.33;2.17;3.58;36,9;38,93333333;2;0,546315789;3;2;6;MONTERIA;BCO COLPATRIA;0.00;2.00;0;1;3
10158;0;753;63;36;2749000;300000;0;0;0;0.33;-1.00;-1.00;19,7;NULL;1;0,235880399;0;0;0;BOGOTA D.C.;BANCO SERFINANZA S.A;0.00;2.00;0;2;0
10159;0;730;123;52;8537000;16400000;1;1;0;4.42;5.75;10.25;70,36666667;19,7;3;0,851768707;0;0;3;BELEN DE UMBRIA;BCO DAVIVIENDA;0.00;2.00;0;0;10
10160;0;770;100;38;3627000;6120000;0;0;0;11.92;-1.00;-1.00;35,9;24,73333333;3;0,524494949;0;0;0;SANTA ROSA;BANCO SERFINANSA S.A;0.00;6.00;0;0;0
10161;1;780;50;57;4637000;10000000;1;0;0;1.67;-1.00;1.33;NULL;NULL;2;0,030529366;0;0;1;MANZANARES;BCO DAVIVIENDA;0.00;0.00;0;0;0
10162;1;680;131;37;23013000;10000000;1;1;1;5.67;19.67;3.75;56,2;42;8;0,997928571;0;0;6;RIONEGRO;BBVA COLOMBIA;11.00;2.00;0;2;2
10163;0;739;14;42;2774000;1000000;1;1;0;2.83;0.33;4.75;NULL;NULL;1;0,658341658;0;0;5;ARANZAZU;BCO DAVIVIENDA;3.00;2.00;0;3;1
10164;0;725;70;55;3155000;1500000;1;1;0;3.67;4.42;3.92;45,06666667;NULL;2;0,332576102;0;0;6;ANDES;BCO DAVIVIENDA;0.00;2.00;3;2;1
10165;1;803;160;45;13249000;17000000;1;1;1;9.17;2.92;2.33;63,3;36,9;9;0,40372614;0;0;4;SABANETA;BANCOLOMBIA AME. EXP.;4.00;6.00;0;0;1
10166;0;811;114;38;2707000;4000000;1;0;0;0.08;-1.00;4.67;NULL;NULL;1;0;0;0;1;BOGOTA D.C.;BCO DAVIVIENDA;0.00;2.00;0;0;0
10167;0;724;70;50;2235000;0;1;1;0;0.67;0.42;11.17;NULL;NULL;0;0;0;0;1;BARBOSA;;0.00;2.00;1;0;4
10168;1;576;78;37;2103000;2830000;0;1;0;2.58;2.00;-1.00;51,1;NULL;1;0,526315789;0;0;0;IBAGUE;BCO COLPATRIA;0.00;6.00;0;1;1
10169;0;494;98;59;2012000;1700000;1;1;0;1.42;0.08;2.33;21,66666667;28,83333333;2;0,065189048;0;0;1;SAN ANDRES;BANCOLOMBIA VISA;0.00;8.00;0;0;1
10170;0;764;37;46;3701000;2150000;0;1;1;0.67;1.75;-1.00;27,8;24,73333333;1;0,624825662;0;0;0;SABANA DE TORRE;TUYA S.A.;0.00;4.00;0;0;4
10171;0;677;20;45;3138000;3000000;1;1;0;2.33;2.00;8.17;36,9;36,9;2;0,584604317;3;0;3;BOGOTA D.C.;B. FALLABELLA;1.00;0.00;0;1;3
10172;0;832;154;60;3950000;9280000;1;0;0;19.08;-1.00;5.08;71,4;18,7;2;0,022293225;0;0;2;ANTIOQUIA;B. FALLABELLA;0.00;6.00;0;1;0
10173;1;687;53;40;3908000;10000000;1;0;0;2.00;-1.00;7.67;14,6;NULL;4;0,385240405;0;0;2;BELLO;BCO DE BOGOTA;3.00;2.00;1;3;0
10174;1;415;23;31;1482000;0;1;1;0;-1.00;1.00;7.42;NULL;NULL;0;0;0;0;2;CARTAGENA;;0.00;2.00;0;0;1
10175;0;658;50;26;4206000;3195000;1;0;0;2.58;-1.00;2.33;41;NULL;2;0,975686499;0;0;5;BARRANQUILLA;TUYA S.A.;1.00;0.00;1;0;0
10176;0;842;160;61;3726000;12400000;1;0;0;18.67;-1.00;6.25;60,26666667;NULL;9;0,20680461;0;0;1;NEIVA;BCO DAVIVIENDA;0.00;4.00;1;1;0
10177;0;764;131;26;1225000;0;1;1;0;-1.00;0.92;5.42;NULL;NULL;0;0;0;0;1;SAN VICENTE DE;;0.00;0.00;0;0;1
10178;0;738;38;32;1515000;0;1;1;0;-1.00;1.75;2.17;NULL;NULL;0;0;0;0;1;RIONEGRO;;0.00;0.00;0;0;3
10179;0;732;151;33;5738000;3250000;1;1;1;4.25;0.25;3.67;68,4;21,66666667;1;0;0;0;1;BARBOSA;B. FALLABELLA;0.00;6.00;0;0;1
10180;0;697;50;37;2550000;2000000;1;1;0;4.67;0.25;3.58;47,03333333;NULL;3;0,039773962;0;0;1;BARRANQUILLA;BANCO SERFINANZA S.A;0.00;2.00;0;0;1
10181;0;738;70;36;2989000;3650000;0;1;0;4.75;2.33;-1.00;15,63333333;18,7;2;0,234958043;0;0;0;BOGOTA D.C.;TUYA S.A.;0.00;6.00;1;3;1
10182;0;830;160;62;3329000;3600000;0;0;0;8.00;-1.00;-1.00;30,86666667;14,6;4;0,253517904;0;0;0;BOGOTA D.C.;TUYA S.A.;0.00;2.00;1;3;0
10183;0;750;87;46;3055000;7434000;1;1;0;11.42;1.58;1.58;152,6;NULL;2;0,438838648;0;0;1;COMBITA;BBVA COLOMBIA;0.00;4.00;1;1;3
10184;0;839;140;56;3436000;1340000;1;0;0;8.17;-1.00;3.33;113,0333333;NULL;1;0;0;0;1;SANTO DOMINGO;B. FALLABELLA;0.00;2.00;1;3;0
10185;1;460;16;52;2674000;0;1;1;0;-1.00;1.08;1.42;NULL;NULL;0;0;1;0;1;PASTO;;0.00;4.00;0;2;19
10186;0;742;96;39;2302000;0;1;1;0;1.17;4.33;8.83;NULL;NULL;0;0;0;0;2;SAN VICENTE DEL;;0.00;2.00;0;1;4
10187;0;778;163;60;2890000;16220000;1;1;0;23.92;1.08;0.33;57,23333333;NULL;2;0,2200409;0;0;1;EL BANCO;BANCO SERFINANSA S.A;2.00;4.00;0;0;1
10188;1;747;154;70;6086000;58260000;1;1;0;12.83;2.17;13.00;36,9;20,73333333;5;0,905474216;0;0;7;TUMACO;BCO COLPATRIA;2.00;6.00;0;1;1
10189;0;751;109;41;1780000;3810000;0;1;0;3.08;0.33;-1.00;46;NULL;2;0,215519338;0;0;0;SAN VICENTE DEL;BANCO SERFINANSA S.A;0.00;0.00;0;0;3
10190;0;819;154;40;5399000;11000000;1;0;0;12.75;-1.00;3.83;22,7;NULL;8;0,453318927;0;0;1;TUNJA;ITAU CORPBANCA TC;0.00;4.00;1;0;0
10191;0;727;169;52;17440000;15200000;1;1;0;13.75;2.08;1.58;20,73333333;31,86666667;4;0,439685746;0;0;1;PAMPLONA;BCO DE BOGOTA;6.00;2.00;0;3;1
10192;0;746;142;36;3378000;4690000;1;0;0;5.58;-1.00;6.33;43,03333333;NULL;4;0,85044288;0;0;1;SANTA MARTA;BANCO SERFINANSA S.A;0.00;0.00;0;0;0
10193;0;712;60;27;2335000;6150000;1;0;0;1.58;-1.00;0.67;38,93333333;NULL;1;0,862697674;0;0;1;VILLAVICENCIO;BCO DE BOGOTA;0.00;4.00;0;1;0
10194;1;599;100;39;2393000;2000000;1;0;0;2.75;-1.00;3.83;38,93333333;NULL;3;0,32850801;0;0;3;BOGOTA D.C.;BCO DAVIVIENDA;0.00;0.00;0;0;0
10195;1;701;17;33;1399000;700000;1;1;0;3.42;0.17;4.08;61,26666667;NULL;1;0;1;1;1;YOPAL;TUYA S.A.;0.00;2.00;0;0;2
10196;0;750;126;48;2426000;7050000;1;0;0;2.75;-1.00;2.25;24,73333333;23,73333333;3;0,430098304;0;0;1;BUCARAMANGA;BCO DE BOGOTA;0.00;2.00;0;1;0
10197;0;673;87;55;2724000;4300000;1;1;0;9.17;7.25;2.92;38,93333333;23,73333333;3;0,544824895;0;0;1;BUCARAMANGA;BCO DAVIVIENDA;0.00;2.00;1;1;5
10198;0;678;38;37;2078000;0;1;1;0;0.75;0.33;1.67;NULL;NULL;0;0;0;0;1;CIMITARRA;;0.00;4.00;0;1;3
10199;0;798;154;40;1515000;1641000;0;1;0;2.83;3.00;-1.00;54,16666667;NULL;1;0,301461632;0;0;0;TIBU;TUYA S.A.;0.00;0.00;0;0;1
10200;1;775;109;59;19195000;38500000;1;1;1;9.08;1.75;9.50;41;26,76666667;10;0,776401417;0;0;7;CUCUTA;BCO DAVIVIENDA;13.00;2.00;0;1;2
10201;0;483;87;56;7676000;2100000;1;1;1;8.50;4.08;3.83;34,86666667;30,86666667;3;0,836881225;0;0;4;CUCUTA;Ame. Express Bco Colpatria;0.00;6.00;0;0;6
10202;0;602;68;36;2103000;2040000;1;1;1;3.75;8.00;2.92;65,36666667;NULL;1;0,742937853;0;0;2;SANTA MARTA;BANCO SERFINANSA S.A;0.00;2.00;0;0;1
10203;0;740;97;54;2741000;0;1;1;0;0.33;11.25;1.92;NULL;NULL;0;0;0;0;1;TUMACO;;0.00;2.00;0;1;1
10204;0;767;116;35;19419000;57000000;1;0;0;11.83;-1.00;1.75;17,66666667;31,86666667;6;0,829124944;0;0;2;BOGOTA D.C.;BCO DAVIVIENDA;4.00;0.00;0;1;0
10205;0;768;25;45;1846000;0;0;0;0;0.25;-1.00;-1.00;NULL;14,6;0;0;0;0;0;CHIA;;0.00;4.00;0;1;0
10206;1;671;48;31;4132000;0;1;1;0;3.00;2.17;4.17;NULL;19,7;0;0;0;0;4;ROSAS;;0.00;4.00;0;2;2
10207;1;493;32;30;1830000;0;1;0;0;0.08;-1.00;2.42;NULL;NULL;0;0;0;0;3;NOBSA;;0.00;2.00;0;0;0
10208;1;686;140;60;4604000;9800000;1;0;0;0.33;-1.00;14.75;22,7;23,73333333;2;0,001326463;0;0;5;TUNJA;BANCOLOMBIA AME. EXP.;0.00;2.00;0;0;0
10209;0;628;35;47;4264000;1650000;1;1;0;0.75;2.42;2.33;28,83333333;23,73333333;1;0,195033313;0;0;1;FONTIBON;CREDIFACIL COLPATRIA;2.00;2.00;0;0;6
10210;0;727;50;52;3179000;3000000;1;1;0;7.00;1.83;3.58;23,73333333;21,66666667;4;0,547744414;0;0;1;FONTIBON;BANCO SERFINANSA S.A;0.00;0.00;0;2;1
10211;0;638;111;49;2832000;3498000;1;1;1;3.00;0.17;4.75;20,73333333;37,93333333;2;0,883366672;0;0;2;CARTAGENA;BCO COLPATRIA;0.00;2.00;0;0;1
10212;0;759;57;58;2211000;2000000;1;0;0;0.25;-1.00;3.92;NULL;NULL;1;1;0;0;1;NEIVA;BCO DAVIVIENDA;0.00;0.00;1;0;0
10213;0;700;44;56;7486000;19000000;1;0;0;1.17;-1.00;2.25;31,86666667;26,76666667;3;0,948809524;0;0;3;NEIVA;BCO DAVIVIENDA;0.00;4.00;0;3;0
10214;0;696;12;54;1962000;2220000;1;1;0;0.25;1.75;9.17;22,7;NULL;1;0,915803692;0;0;3;CAQUEZA;TUYA S.A.;0.00;0.00;2;0;4
10215;1;731;87;56;3362000;1200000;1;1;0;6.17;0.17;0.33;90,7;NULL;1;0,104912573;0;0;1;USME;BCO COLPATRIA;0.00;0.00;0;0;1
10216;1;615;105;58;3569000;1500000;1;1;1;2.92;5.58;4.25;55,2;NULL;1;0,651565623;0;0;3;FONTIBON;BANCO SERFINANSA S.A;1.00;2.00;0;1;4
10217;1;608;48;40;4364000;2800000;1;1;1;3.17;1.08;4.00;58,2;NULL;1;0,906938776;1;0;3;APARTADO;BCO DE BOGOTA;0.00;6.00;0;2;4
10218;0;663;42;57;3610000;0;1;1;0;1.00;1.08;5.75;NULL;17,66666667;0;0;0;0;3;EL COLEGIO;;0.00;4.00;0;1;2
10219;0;835;159;62;2981000;15600000;1;0;0;10.33;-1.00;4.08;18,7;59,23333333;3;0,048500361;0;0;1;USME;CREDIFACIL COLPATRIA;0.00;0.00;1;0;0
10220;0;659;95;38;1184000;700000;0;1;0;0.83;0.25;-1.00;25,76666667;NULL;1;0,138373752;0;0;0;POPAYAN;TUYA S.A.;0.00;4.00;0;2;2
10221;0;779;121;30;2004000;3800000;1;0;0;1.83;-1.00;3.83;26,76666667;NULL;2;0,54627753;0;0;2;BOGOTA D.C.;TUYA S.A.;0.00;0.00;0;0;0
10222;0;692;101;56;4231000;0;1;1;1;4.92;1.25;13.58;NULL;29,83333333;0;0;0;0;4;TUNJA;;0.00;0.00;0;1;1
10223;1;575;27;36;6981000;1050000;1;1;0;3.75;3.00;4.17;35,9;19,7;2;0,607773852;0;0;2;MAGANGUE;BCO DE BOGOTA;3.00;0.00;0;0;1
10224;0;712;70;38;1349000;0;0;0;0;0.17;-1.00;-1.00;NULL;NULL;0;1;0;0;0;SINCELEJO;;0.00;4.00;0;0;0
10225;0;670;38;48;4927000;10183000;1;1;0;5.83;1.92;8.67;26,76666667;16,66666667;4;0,946326703;0;0;2;SAN ONOFRE;TUYA S.A.;0.00;4.00;1;3;2
10226;0;765;126;36;3660000;7000000;1;0;0;4.75;-1.00;1.75;43,03333333;NULL;3;0,128002554;0;0;2;BARRANQUILLA;BANCOLOMBIA VISA;0.00;2.00;0;2;0
10227;0;749;98;35;2302000;5400000;1;0;0;9.25;-1.00;2.33;17,66666667;29,83333333;5;0,538218477;0;0;1;BUCARAMANGA;TUYA S.A.;0.00;2.00;0;1;0
10228;0;797;57;44;2161000;300000;1;1;0;0.25;10.58;2.67;16,66666667;NULL;1;0;0;0;2;BUCARAMANGA;BANCO SERFINANZA S.A;0.00;0.00;1;1;2
10229;0;815;154;74;1797000;1790000;1;0;0;6.92;-1.00;14.00;16,66666667;NULL;2;0,01429822;0;0;1;BOGOTA D.C.;POPULAR TDC EXPRESS;0.00;0.00;0;1;0
10230;0;786;121;45;3345000;10000000;1;0;0;3.83;-1.00;4.33;50,1;NULL;2;0,490111021;0;0;2;PEREIRA;BCO DAVIVIENDA;0.00;0.00;0;0;0
10231;0;797;151;46;2020000;0;1;0;1;-1.00;-1.00;3.08;NULL;NULL;0;0;0;0;1;CUCUTA;;0.00;0.00;0;0;0
10232;0;706;131;49;1987000;0;1;1;0;0.33;7.67;10.58;NULL;19,7;0;0;0;0;2;SANTA MARTA;;0.00;6.00;0;3;5
10233;0;625;100;46;1763000;1500000;0;1;0;3.50;0.17;-1.00;58,2;NULL;1;0;0;0;0;FUNDACION;B. FALLABELLA;0.00;0.00;0;0;1
10234;0;743;95;49;1490000;0;1;1;0;-1.00;0.33;2.25;NULL;NULL;0;0;0;0;2;FUNDACION;;0.00;2.00;0;0;1
10235;0;801;161;47;4008000;0;0;0;0;0.17;-1.00;-1.00;NULL;NULL;0;0;0;0;0;PAMPLONA;;0.00;0.00;0;0;0
10236;0;746;95;42;3088000;0;1;1;1;-1.00;0.75;6.83;NULL;NULL;0;0;0;0;3;GIGANTE;;0.00;2.00;0;0;3
