nro_identificacion;bgi_30;acierta_plus;score_trview;edad_cliente;INGRESOS;cupo_max_TDC;tiene_telcos;tiene_real;tiene_coop;ant_max;ant_real;ant_telcos;meses_ultima_apr_tdc;meses_ultima_apr_cab;num_tdc;util_tdc_rot;cant_mora_30;cant_mora_60;telcos;ciudad_exp;entidad_cupo_max;nro_ahor_mer;nro_corr_mer;nro_cons_2m_tdc_mer;nro_cons_2m_cab_mer;sector_real
10237;0;839;87;48;1589000;1970000;1;1;0;7.58;5.67;2.42;72,43333333;24,73333333;2;0,624443545;0;0;1;BOGOTA D.C.;BANCO SERFINANZA S.A;3.00;2.00;0;2;1
10238;0;760;44;54;1349000;0;1;1;0;2.83;11.17;2.58;NULL;NULL;0;0;0;0;3;BARRANQUILLA;;0.00;0.00;0;3;3
10239;0;720;53;41;6947000;4200000;1;0;1;0.83;-1.00;1.17;27,8;NULL;2;0,757117067;0;0;2;CHIGORODO;BANCOLOMBIA VISA;2.00;4.00;0;0;0
10240;1;727;130;52;1747000;0;0;0;0;7.00;-1.00;-1.00;NULL;38,93333333;0;0;0;0;0;BOGOTA D.C.;;0.00;2.00;0;0;0
10241;0;868;163;48;4827000;15000000;1;0;0;4.58;-1.00;5.17;75,46666667;NULL;1;0,002052524;0;0;1;ITAGUI;BCO DAVIVIENDA;0.00;2.00;0;1;0
10242;1;498;68;48;9730000;24800000;1;1;0;5.00;7.50;2.83;45,06666667;NULL;3;0,218659724;3;1;1;LA VICTORIA;BCO DAVIVIENDA;0.00;0.00;0;0;1
10243;0;714;105;41;5896000;13900000;1;0;0;3.25;-1.00;8.33;18,7;25,76666667;4;0,370279571;0;0;3;TORO;BCO DAVIVIENDA;3.00;2.00;1;2;0
10244;1;769;88;29;3121000;6400000;0;0;0;0.25;-1.00;-1.00;18,7;NULL;1;0,726605218;0;0;0;FUNZA;BANCOLOMBIA AME. EXP.;0.00;2.00;0;1;0
10245;1;661;17;23;1324000;0;1;1;0;1.25;1.17;1.08;NULL;14,6;0;0;0;0;1;BOGOTA D.C.;;2.00;2.00;0;1;1
10246;1;754;162;55;20305000;11000000;1;0;0;15.33;-1.00;14.42;66,36666667;16,66666667;7;0,621724846;0;0;3;FRESNO;BANCOLOMBIA AME. EXP.;7.00;4.00;0;2;0
10247;0;770;100;58;6856000;5000000;1;0;0;9.83;-1.00;2.58;43,03333333;32,9;4;0,804284564;0;0;3;CHAPARRAL;BCO DE BOGOTA;9.00;2.00;1;7;0
10248;0;868;162;54;5217000;5100000;0;0;0;6.33;-1.00;-1.00;16,66666667;NULL;1;0,02070131;0;0;0;MOGOTES;B. FALLABELLA;0.00;0.00;0;0;0
10249;0;738;83;61;1283000;550000;0;1;0;0.25;1.17;-1.00;16,66666667;NULL;1;0;0;0;0;SURATA;TUYA S.A.;0.00;2.00;1;1;1
10250;0;843;154;43;5523000;5000000;1;0;0;8.83;-1.00;8.92;66,36666667;NULL;6;0,218605255;0;0;2;PAICOL;TUYA S.A.;0.00;4.00;0;4;0
10251;0;816;95;55;2898000;0;0;0;0;2.33;-1.00;-1.00;NULL;42;0;0;0;0;0;TIBANA;;0.00;0.00;0;0;0
10252;0;784;140;45;3900000;15900000;1;1;0;9.92;4.92;7.25;32,9;48,06666667;4;0,086269309;0;0;3;PUEBLORRICO;BCO COLPATRIA;0.00;0.00;0;0;5
10253;0;772;123;42;1490000;0;0;1;0;-1.00;8.42;-1.00;NULL;NULL;0;0;0;0;0;YOPAL;;0.00;0.00;0;0;5
10254;1;496;68;37;2964000;6000000;1;1;0;3.00;1.17;7.83;25,76666667;44,03333333;2;0,566223805;0;0;2;GIGANTE;TUYA S.A.;0.00;4.00;0;1;2
10255;1;461;85;56;1739000;0;1;1;0;-1.00;13.83;3.67;NULL;NULL;0;0;0;0;1;NEIVA;;0.00;0.00;0;1;2
10256;0;714;12;29;3602000;1650000;1;1;0;2.75;0.75;3.00;36,9;NULL;2;0,213210866;0;0;2;BOGOTA D.C.;CREDIFACIL COLPATRIA;7.00;4.00;0;3;2
10257;0;759;37;61;1581000;0;0;1;0;-1.00;5.50;-1.00;NULL;NULL;0;0;0;0;0;BARRANQUILLA;;0.00;2.00;0;1;4
10258;0;753;119;51;9589000;12550000;1;1;0;8.08;11.83;3.33;65,36666667;26,76666667;2;0,137989158;0;0;2;GRANADA;BCO DE BOGOTA;3.00;0.00;0;2;3
10259;0;779;106;44;1797000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;CUCUTA;;0.00;0.00;0;0;0
10260;1;1;1;58;1283000;0;0;1;0;-1.00;11.83;-1.00;NULL;NULL;0;0;0;0;0;CALI;;0.00;0.00;0;0;1
10261;0;876;162;47;5945000;4100000;1;1;0;13.00;1.33;4.92;157,6666667;NULL;2;0,165900667;0;0;1;GUASCA;B. FALLABELLA;0.00;0.00;0;1;1
10262;0;734;82;45;2028000;0;1;1;0;5.67;1.67;1.42;NULL;16,66666667;0;0;0;0;1;SOGAMOSO;;0.00;0.00;1;1;2
10263;0;762;156;52;1631000;2000000;0;0;0;0.42;-1.00;-1.00;NULL;NULL;1;0,957521239;0;0;0;NOBSA;BCO DAVIVIENDA;0.00;2.00;1;0;0
10264;0;770;74;37;1589000;770000;1;1;0;7.67;8.08;4.50;111;NULL;1;0,774319066;0;0;3;BOGOTA D.C.;TUYA S.A.;0.00;2.00;0;0;6
10265;0;734;138;41;1391000;0;0;1;0;-1.00;0.58;-1.00;NULL;NULL;0;0;0;0;0;BOGOTA D.C.;;0.00;0.00;0;0;3
10266;0;686;14;43;2177000;0;1;1;0;-1.00;0.25;4.25;NULL;NULL;0;0;0;0;2;BOGOTA D.C.;;0.00;0.00;0;0;1
10267;0;651;11;44;4107000;3900000;1;1;1;8.42;3.00;6.92;16,66666667;NULL;4;0,962302317;0;0;4;CARTAGENA;BANCOLOMBIA VISA;0.00;2.00;1;4;3
10268;0;742;97;32;1722000;1900000;1;0;0;0.75;-1.00;4.92;24,73333333;NULL;3;1;0;0;2;DOSQUEBRADAS;BANCOLOMBIA VISA;0.00;4.00;0;0;0
10269;0;764;97;32;1349000;1000000;0;0;0;1.33;-1.00;-1.00;NULL;NULL;0;0;0;0;0;PEREIRA;BCO DAVIVIENDA;0.00;2.00;0;0;0
10270;0;694;118;30;5854000;2500000;1;1;0;1.83;1.50;2.75;22,7;33,83333333;4;0,114590186;0;0;3;PASTO;BANCO CAJA SOC;3.00;6.00;0;1;2
10271;1;763;14;30;3395000;2400000;1;1;0;1.75;1.33;2.17;41;NULL;3;0,771652608;0;0;3;PASTO;BCO DAVIVIENDA;0.00;2.00;1;3;2
10272;0;774;105;29;4248000;5700000;0;1;0;1.83;1.33;-1.00;42;NULL;2;0,519716886;0;0;0;PASTO;BCO DAVIVIENDA;0.00;2.00;0;0;1
10273;0;823;144;72;1200000;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;IPIALES;;0.00;0.00;0;1;0
10274;0;786;126;39;8132000;14800000;1;0;1;3.58;-1.00;10.58;19,7;NULL;4;0,529181437;0;0;4;BOGOTA D.C.;BCO DAVIVIENDA;0.00;2.00;0;2;0
10275;0;728;53;34;1639000;500000;1;0;0;0.33;-1.00;2.33;19,7;NULL;1;0;0;0;1;MANIZALES;BANCO SERFINANZA S.A;0.00;2.00;0;1;0
10276;0;658;66;52;1581000;0;1;1;0;-1.00;0.50;2.75;NULL;NULL;0;0;0;0;2;PITALITO;;0.00;0.00;0;0;1
10277;0;736;87;61;2368000;2500000;1;0;0;3.67;-1.00;4.42;47,03333333;64,33333333;2;0,661490683;0;0;1;USME;CREDIFACIL COLPATRIA;0.00;0.00;0;0;0
10278;1;450;35;37;1308000;1540000;1;1;0;6.17;2.42;14.00;87,63333333;NULL;1;0;0;0;3;BARBOSA;B. FALLABELLA;0.00;2.00;1;2;4
10279;0;717;72;36;1540000;1400000;0;0;0;0.17;-1.00;-1.00;19,7;NULL;2;0,473759372;0;0;0;CARTAGENA;BANCOLOMBIA VISA;0.00;4.00;0;0;0
10280;0;717;136;40;6442000;18000000;1;0;0;7.25;-1.00;7.00;45,06666667;45,06666667;4;0,911953353;0;0;2;ARAUCA;BCO DAVIVIENDA;0.00;4.00;0;2;0
10281;0;852;161;44;1780000;2060000;0;1;0;7.50;0.25;-1.00;108,9666667;NULL;1;0;0;0;0;CALI;B. FALLABELLA;0.00;2.00;0;0;1
10282;0;812;166;48;4273000;10900000;1;1;1;13.92;9.08;1.50;28,83333333;15,63333333;3;0,534458779;0;0;2;CUCUTA;TUYA S.A.;5.00;0.00;0;1;1
10283;0;708;35;41;2310000;0;1;1;0;0.25;1.92;4.33;NULL;15,63333333;0;0;0;0;2;CIMITARRA;;3.00;2.00;2;4;2
10284;0;766;36;29;1134000;700000;0;1;0;-1.00;0.33;-1.00;NULL;NULL;1;0;0;0;0;CALI;BCO DE BOGOTA;0.00;0.00;0;2;2
10285;1;697;130;76;2070000;1450000;0;1;0;6.08;1.58;-1.00;87,63333333;NULL;1;0;0;0;0;CUCUTA;BCO DE BOGOTA;0.00;2.00;0;0;1
10286;0;771;98;38;1457000;0;0;1;0;-1.00;1.42;-1.00;NULL;NULL;0;0;0;0;0;BOCHALEMA;;0.00;2.00;0;0;2
10287;0;719;100;41;2857000;1800000;1;0;0;10.25;-1.00;3.50;36,9;NULL;4;0,720605701;0;0;1;BOGOTA D.C.;BANCO CAJA SOC;0.00;6.00;1;1;0
10288;0;836;170;46;1954000;4710000;0;1;0;10.08;4.92;-1.00;18,7;NULL;2;0,038215178;0;0;0;BOGOTA D.C.;CREDIFACIL COLPATRIA;0.00;2.00;0;0;2
10289;0;708;101;31;1275000;0;1;1;0;-1.00;0.25;4.42;NULL;NULL;0;0;0;0;1;IPIALES;;0.00;2.00;0;0;1
10290;0;741;82;51;1821000;1100000;1;0;0;2.83;-1.00;3.33;27,8;NULL;2;0,5115625;0;0;2;BOGOTA D.C.;BCO DAVIVIENDA;0.00;2.00;0;1;0
10291;0;800;116;41;2542000;2200000;1;1;0;4.42;3.67;2.75;51,1;NULL;2;0;0;0;3;PALESTINA;BBVA COLOMBIA;0.00;0.00;2;0;2
10292;1;531;122;50;3693000;0;1;0;1;-1.00;-1.00;8.58;NULL;NULL;0;0;2;1;1;GONZALEZ;;1.00;0.00;0;3;0
10293;0;761;154;45;2782000;4800000;1;1;0;12.00;7.00;5.50;48,06666667;21,66666667;4;0,545970086;0;0;2;VALLEDUPAR;B. FALLABELLA;0.00;4.00;0;0;1
10294;0;720;87;44;2608000;5000000;1;0;0;3.58;-1.00;2.83;20,73333333;29,83333333;4;0,501186771;0;0;1;CARTAGENA;BCO COLPATRIA;0.00;4.00;0;1;0
10295;0;798;158;39;7511000;10200000;1;0;0;4.00;-1.00;0.25;24,73333333;21,66666667;4;0,000553485;0;0;1;SANTANA;BCO COLPATRIA;1.00;0.00;0;0;0
10296;1;740;169;37;2898000;3650000;1;1;0;11.00;0.25;1.58;17,66666667;35,9;2;0,416569428;0;0;2;BOGOTA D.C.;TUYA S.A.;0.00;2.00;1;0;1
10297;1;654;60;36;3014000;2000000;1;0;0;10.33;-1.00;5.50;73,43333333;38,93333333;3;0,999435347;1;0;1;BOGOTA D.C.;BCO DAVIVIENDA;3.00;0.00;0;0;0
10298;0;817;163;38;2782000;4900000;0;1;0;7.75;0.08;-1.00;19,7;NULL;2;0;0;0;0;BOGOTA D.C.;BANCOLOMBIA AME. EXP.;0.00;0.00;0;1;1
10299;0;718;57;34;1474000;0;1;1;0;0.25;0.50;3.25;NULL;20,73333333;0;0;0;0;2;VIRACACHA;;0.00;2.00;0;1;1
10300;0;668;19;29;2649000;3914000;1;0;0;-1.00;-1.00;1.83;NULL;NULL;1;1;0;0;1;SOGAMOSO;CREDIVALORES CREDIUNO;0.00;4.00;0;1;0
10301;0;636;72;32;1308000;0;1;1;0;-1.00;2.08;3.75;NULL;NULL;0;0;0;0;1;RAMIRIQUI;;0.00;0.00;0;0;1
10302;0;768;85;37;5034000;4000000;1;1;0;6.08;1.58;8.92;75,46666667;15,63333333;2;0,352267787;0;0;1;LA UNION;BCO DAVIVIENDA;0.00;0.00;2;4;5
10303;0;605;42;38;1995000;1900000;0;0;0;1.92;-1.00;-1.00;15,63333333;NULL;2;0,013744273;0;0;0;ZARZAL;B. FALLABELLA;0.00;2.00;1;0;0
10304;1;706;109;29;3386000;700000;1;1;1;5.67;2.25;7.25;82,53333333;NULL;2;0,154302671;0;0;5;SUAZA;BCO DAVIVIENDA;0.00;2.00;0;0;1
10305;0;833;160;63;4173000;7700000;0;0;0;10.58;-1.00;-1.00;16,66666667;20,73333333;2;0,111752974;0;0;0;SUBA;BCO COLPATRIA;0.00;2.00;0;1;0
10306;0;791;152;36;2906000;1650000;0;0;0;1.58;-1.00;-1.00;32,9;NULL;2;0,279612239;0;0;0;ANDES;BANCO CAJA SOC;1.00;2.00;0;2;0
10307;0;764;95;41;1267000;0;0;1;0;-1.00;0.58;-1.00;NULL;NULL;0;0;0;0;0;MEDELLIN;;0.00;2.00;0;0;3
10308;0;823;170;57;1482000;0;1;0;0;0.92;-1.00;11.67;NULL;NULL;0;0;0;0;1;ANTIOQUIA;;0.00;2.00;0;2;0
10309;0;737;57;41;3635000;5000000;1;1;0;2.83;0.25;1.08;16,66666667;16,66666667;3;0,822754098;0;0;1;JAMUNDI;BCO COLPATRIA;0.00;4.00;1;0;1
10310;0;746;53;36;5184000;9200000;1;1;0;8.17;1.25;6.25;62,3;14,6;3;0,833927697;0;0;3;MOMPOS;BANCOLOMBIA MASTERCARD;2.00;4.00;0;0;1
10311;0;812;52;44;3875000;0;0;0;0;0.17;-1.00;-1.00;NULL;NULL;0;0;0;0;0;MEDELLIN;;0.00;2.00;0;2;0
10312;1;776;44;37;5589000;5000000;1;0;0;5.67;-1.00;1.75;39,96666667;24,73333333;4;0,529407407;0;0;3;JARDIN;BBVA COLOMBIA;3.00;4.00;0;1;0
10313;1;726;113;39;3287000;3000000;1;1;0;7.50;1.33;9.08;104,9;NULL;1;0,7916;0;0;2;PENOL;BANCOLOMBIA AME. EXP.;0.00;2.00;0;2;1
10314;0;699;70;29;1192000;0;1;1;0;-1.00;0.25;2.17;NULL;NULL;0;0;0;0;1;LOS PATIOS;;0.00;0.00;0;0;2
10315;0;631;35;35;1888000;5000000;1;1;0;0.58;2.00;2.25;26,76666667;NULL;1;0,926014797;0;0;2;LORICA;BBVA COLOMBIA;0.00;4.00;0;0;4
10316;1;606;16;52;2302000;0;1;1;0;-1.00;1.25;2.58;NULL;NULL;0;0;0;0;1;MONTERIA;;0.00;0.00;0;0;4
10317;1;791;164;54;9763000;14000000;1;1;0;3.50;1.75;17.83;62,3;61,26666667;4;0,26457084;0;0;7;MONTERIA;BCO DAVIVIENDA;3.00;0.00;0;0;4
10318;1;685;140;59;4935000;5416000;1;1;0;12.75;2.08;14.75;20,73333333;NULL;5;0,682207819;1;0;3;ANSERMA;TUYA S.A.;0.00;0.00;1;0;4
10319;0;782;28;28;1391000;1240000;0;1;0;2.00;6.50;-1.00;36,9;NULL;1;0,531023368;0;0;0;GIRARDOT;CREDIFACIL COLPATRIA;0.00;2.00;0;2;3
10320;0;733;35;35;2459000;0;0;0;0;3.08;-1.00;-1.00;NULL;22,7;0;0;0;0;0;MONIQUIRA;;0.00;2.00;0;3;0
10321;0;814;137;41;6964000;4150000;1;1;0;8.25;3.83;3.75;22,7;28,83333333;2;0,575456769;0;0;2;CHITARAQUE;TUYA S.A.;0.00;2.00;1;1;1
10322;0;804;162;49;5424000;5000000;1;1;0;4.33;2.33;5.50;48,06666667;NULL;2;0,589344379;0;0;1;AGUADAS;TUYA S.A.;0.00;0.00;0;0;1
10323;0;781;95;52;7212000;10000000;1;0;0;2.92;-1.00;2.33;29,83333333;25,76666667;5;0,748292552;0;0;4;ANSERMA;BCO DE BOGOTA;3.00;4.00;0;2;0
10324;0;760;57;40;2020000;0;0;1;0;0.33;3.50;-1.00;NULL;NULL;0;0;0;0;0;DUITAMA;;0.00;2.00;0;0;2
10325;1;521;37;56;1888000;1829000;0;0;0;1.08;-1.00;-1.00;28,83333333;NULL;1;0,913661202;1;0;0;VILLANUEVA;TUYA S.A.;0.00;0.00;0;2;0
10326;0;784;51;60;1258000;0;0;0;0;0.83;-1.00;-1.00;NULL;NULL;0;0;0;0;0;GIGANTE;;0.00;0.00;0;0;0
10327;1;656;154;50;16115000;25000000;1;1;0;12.33;2.83;15.42;29,83333333;34,86666667;4;0,612362478;0;0;2;CALOTO;BCO DAVIVIENDA;3.00;2.00;0;0;4
10328;0;668;110;50;1399000;0;0;1;0;8.00;7.75;-1.00;NULL;NULL;0;0;0;0;0;PEREIRA;;0.00;6.00;0;2;2
10329;0;804;126;44;5515000;14900000;1;0;0;7.42;-1.00;7.00;20,73333333;20,73333333;8;0,260274268;0;0;1;PEREIRA;BCO DE BOGOTA;5.00;2.00;0;3;0
10330;0;658;53;61;2252000;1500000;1;1;0;1.75;1.17;2.33;38,93333333;NULL;1;0,001998668;4;2;1;BOGOTA D.C.;CREDIVALORES CREDIUNO;0.00;0.00;0;0;2
10331;0;559;42;30;1937000;1500000;1;1;0;0.42;1.25;1.75;22,7;19,7;2;0,911544228;0;0;2;TIBU;BCO DAVIVIENDA;0.00;2.00;0;3;2
10332;0;618;28;30;1987000;1747000;1;0;0;5.92;-1.00;1.00;64,33333333;NULL;2;0,788637033;0;0;1;PEREIRA;TUYA S.A.;0.00;2.00;0;0;0
10333;1;781;44;28;1151000;1500000;1;0;0;0.50;-1.00;2.17;NULL;NULL;1;0;0;0;1;SANTA ANA;BCO DAVIVIENDA;0.00;0.00;0;0;0
10334;0;802;105;48;1937000;0;1;0;0;0.33;-1.00;12.67;NULL;19,7;0;0;0;0;3;USAQUEN;;0.00;4.00;0;2;0
10335;0;777;116;42;3801000;3700000;1;1;0;9.00;14.83;9.42;77,53333333;18,7;2;0;0;0;4;BOGOTA D.C.;BCO COLPATRIA;3.00;8.00;0;4;2
10336;0;760;121;30;2608000;2500000;1;1;0;4.67;1.58;4.75;29,83333333;21,66666667;3;0,509013786;0;0;5;FLORENCIA;TUYA S.A.;0.00;6.00;0;0;1
10337;0;806;77;52;0;0;0;0;0;-1.00;-1.00;-1.00;NULL;NULL;0;0;-1;-1;0;BUCARAMANGA;;0.00;0.00;0;0;0
10338;1;428;95;50;2095000;4500000;0;1;1;1.58;1.00;-1.00;38,93333333;NULL;1;0,570869565;0;0;0;CUCUTA;BANCO SERFINANSA S.A;0.00;0.00;0;0;6
10339;0;780;68;45;4115000;9340000;1;0;0;11.67;-1.00;2.42;36,9;17,66666667;5;0,117000624;0;0;3;MURILLO;BCO COLPATRIA;0.00;2.00;0;0;0
10340;1;1;1;59;1209000;0;0;1;0;-1.00;8.00;-1.00;NULL;NULL;0;0;0;0;0;TUNJA;;0.00;0.00;0;0;1
10341;0;601;145;35;2070000;3000000;0;1;0;5.25;1.17;-1.00;24,73333333;NULL;2;0,772806798;0;0;0;SANTA MARTA;BANCO SERFINANSA S.A;0.00;2.00;0;2;1
10342;0;740;66;54;4355000;5100000;1;1;0;7.42;1.08;7.08;22,7;30,86666667;3;0,322626008;0;0;3;PAMPLONA;TUYA S.A.;0.00;2.00;1;0;3
10343;0;707;28;42;1780000;0;0;1;0;-1.00;8.83;-1.00;NULL;NULL;0;0;0;0;0;PALMAR;;0.00;0.00;0;0;2
10344;0;725;58;63;5026000;3750000;1;1;0;2.08;1.33;1.42;39,96666667;25,76666667;2;0,663910615;0;0;1;PASCA;BANCO SERFINANSA S.A;0.00;6.00;0;3;1
10345;0;815;138;34;1209000;500000;0;1;0;5.33;0.17;-1.00;80,56666667;NULL;1;0;0;0;0;ANSERMA;TUYA S.A.;0.00;2.00;0;2;2
10346;0;781;164;39;1830000;0;0;0;1;-1.00;-1.00;-1.00;NULL;NULL;0;0;0;0;0;PIEDECUESTA;;0.00;0.00;0;0;0
10347;0;668;147;67;3113000;2139000;1;1;0;2.17;1.17;3.92;43,03333333;46;1;0;0;0;1;BUCARAMANGA;TUYA S.A.;0.00;0.00;0;0;2
10348;0;687;126;70;3569000;3100000;1;1;1;5.83;0.25;2.92;39,96666667;NULL;3;0,048760143;2;0;1;BUCARAMANGA;BCO DE BOGOTA;0.00;0.00;0;2;1
10349;0;781;162;57;5051000;20760000;0;0;0;5.00;-1.00;-1.00;45,06666667;43,03333333;3;0,16940518;0;0;0;SANTA MARTA;BANCO SERFINANSA S.A;0.00;0.00;0;0;0
10350;0;766;163;56;9465000;11000000;1;1;0;10.58;3.00;8.17;48,06666667;NULL;3;0,447782089;0;0;4;SANTA MARTA;BCO DAVIVIENDA;0.00;2.00;0;0;3
10351;1;575;75;44;1581000;0;1;1;0;-1.00;2.75;0.50;NULL;NULL;0;0;0;0;1;LA PLATA;;0.00;2.00;0;0;1
10352;0;794;138;35;5217000;5880000;1;1;0;8.08;2.17;0.17;39,96666667;35,9;6;0,527443106;0;0;1;BOGOTA D.C.;B. FALLABELLA;0.00;0.00;0;2;2
10353;0;725;35;27;2923000;1500000;1;1;0;1.83;0.25;2.42;NULL;NULL;1;0,894736842;0;0;1;BOGOTA D.C.;BCO DAVIVIENDA;0.00;0.00;0;2;1
10354;0;738;142;58;3900000;3190000;1;0;0;4.50;-1.00;4.42;58,2;18,7;2;0;0;0;2;ITAGUI;B. FALLABELLA;0.00;4.00;0;1;0
10355;0;7;24;25;1532000;0;1;1;0;-1.00;0.25;0.25;NULL;NULL;0;0;0;0;1;BOGOTA D.C.;;0.00;0.00;0;0;1
10356;0;742;83;46;2269000;0;1;1;0;0.67;0.25;2.08;NULL;21,66666667;0;0;0;0;2;LA PAZ;;0.00;2.00;1;1;1
10357;0;831;166;56;4579000;23900000;1;1;0;9.08;13.83;2.17;130,3;NULL;2;0,289660961;0;0;1;NEIVA;BCO DAVIVIENDA;0.00;0.00;0;1;1
10358;0;765;140;53;3991000;6690000;1;1;0;11.67;8.67;2.58;24,73333333;25,76666667;5;0,069704617;0;0;1;NEIVA;BANCO SERFINANSA S.A;0.00;0.00;1;1;2
10359;1;306;1;35;2848000;7100000;0;0;0;5.92;-1.00;-1.00;NULL;83,56666667;2;1;1;1;0;VILLAVICENCIO;BCO DAVIVIENDA;0.00;0.00;1;1;0
10360;0;724;154;33;2219000;4800000;1;1;0;6.17;0.33;1.25;NULL;NULL;1;0;0;0;1;BARRANQUILLA;BCO DAVIVIENDA;0.00;0.00;0;0;1
10361;0;691;32;30;1672000;1000000;1;1;0;3.00;2.17;3.25;54,16666667;54,16666667;1;1;0;0;1;SAMANA;BCO DE BOGOTA;0.00;0.00;0;5;3
10362;0;790;100;32;1714000;2000000;1;0;0;5.42;-1.00;4.92;35,9;NULL;4;0,336576989;0;0;1;TOGUI;BCO DAVIVIENDA;0.00;2.00;0;0;0
10363;0;772;114;31;2409000;5200000;1;1;0;3.50;3.83;7.33;19,7;NULL;3;0,08502598;0;0;6;SAMACA;CONFIAR CO;0.00;0.00;0;0;2
10364;1;816;139;29;2161000;8700000;1;1;0;2.83;6.25;5.25;52,13333333;NULL;3;0,088979199;0;0;2;ANSERMA;B. FALLABELLA;0.00;4.00;0;1;2
10365;0;708;45;35;1614000;0;1;1;0;0.92;0.75;2.92;NULL;NULL;0;0;0;0;2;MANIZALES;;0.00;0.00;0;0;2
10366;0;603;12;33;2409000;1400000;1;1;0;9.75;2.00;2.00;27,8;NULL;3;1;0;0;1;VILLANUEVA;BBVA COLOMBIA;0.00;2.00;0;3;5
10367;1;412;17;37;1407000;1600000;1;0;0;2.58;-1.00;2.17;14,6;43,03333333;1;1;5;2;1;SIBATE;BCO COLPATRIA;0.00;0.00;0;0;0
10368;1;1;1;47;1192000;0;0;1;0;-1.00;8.42;-1.00;NULL;NULL;0;0;0;0;0;USME;;0.00;2.00;0;0;1
10369;0;786;130;62;1490000;0;1;0;0;-1.00;-1.00;1.17;NULL;NULL;0;0;0;0;1;MANTA;;0.00;0.00;0;0;0
10370;0;800;119;37;23452000;9800000;1;1;0;4.25;9.50;12.67;60,26666667;19,7;3;0,850668896;0;0;5;ISNOS;B. FALLABELLA;3.00;4.00;0;2;15
10371;0;712;51;44;3353000;2400000;1;1;1;0.17;1.67;1.92;19,7;19,7;1;0,521865889;0;0;2;QUIBDO;BBVA COLOMBIA;0.00;6.00;0;1;5
10372;1;507;12;58;2699000;3320000;1;1;0;6.33;0.25;8.92;35,9;26,76666667;4;0,454237925;1;1;1;FUSAGASUGA;CREDIFACIL COLPATRIA;0.00;0.00;0;2;2
10373;1;749;68;41;2583000;0;1;0;0;1.00;-1.00;10.92;NULL;18,7;0;0;0;0;2;SANTANA;;0.00;2.00;0;3;0
10374;0;794;109;42;6500000;4000000;1;0;0;1.67;-1.00;1.08;17,66666667;32,9;2;0,541779746;0;0;2;AGUADAS;BCO DE BOGOTA;4.00;2.00;0;0;0
10375;1;373;74;41;6368000;0;1;0;0;9.33;-1.00;1.83;NULL;48,06666667;0;0;0;0;1;CHITARAQUE;;0.00;0.00;0;0;0
10376;0;762;142;53;8835000;4200000;0;0;0;0.92;-1.00;-1.00;28,83333333;27,8;2;0,801408451;0;0;0;PASTO;BCO COLPATRIA;1.00;6.00;0;0;0
10377;0;651;11;60;1813000;4000000;0;0;0;0.92;-1.00;-1.00;28,83333333;NULL;1;1;0;0;0;TUMACO;CREDIVALORES CREDIUNO;4.00;0.00;0;2;0
10378;1;752;166;59;2857000;4640000;1;1;0;2.33;16.42;12.92;46;48,06666667;1;0,056453351;0;0;1;FLORENCIA;B. FALLABELLA;0.00;2.00;0;0;2
10379;0;809;113;56;2062000;0;0;0;0;0.33;-1.00;-1.00;NULL;23,73333333;0;0;0;0;0;FONTIBON;;0.00;2.00;0;0;0
10380;0;807;95;56;7767000;8080000;1;1;0;5.33;0.33;2.75;29,83333333;27,8;2;0,197996855;0;0;4;FUNZA;B. FALLABELLA;6.00;2.00;0;3;1
10381;0;770;113;54;3155000;2600000;0;1;0;0.92;0.42;-1.00;23,73333333;NULL;2;0,168901435;0;0;0;BOGOTA D.C.;B. FALLABELLA;0.00;0.00;0;0;6
10382;0;476;162;59;2119000;3960000;1;1;0;14.92;0.42;2.00;23,73333333;NULL;4;0,193135725;0;0;1;ENGATIVA;BCO COLPATRIA;0.00;0.00;0;0;1
10383;0;718;126;40;3966000;3874000;0;1;0;4.42;1.25;-1.00;32,9;27,8;4;0,67423341;0;0;0;RIONEGRO;TUYA S.A.;0.00;4.00;0;0;3
10384;0;873;160;53;4720000;7577000;1;1;0;9.25;1.83;3.92;132,2666667;43,03333333;1;0,44800739;0;0;2;APARTADO;BCO COLPATRIA;0.00;6.00;0;1;2
10385;0;784;116;35;2144000;1700000;1;1;0;2.83;0.50;1.00;50,1;33,83333333;2;0,570666667;0;0;1;YOLOMBO;BANCO SERFINANSA S.A;0.00;2.00;0;0;2
10386;0;736;59;41;1407000;0;1;1;0;-1.00;0.17;1.17;NULL;NULL;0;0;0;0;2;SANTANDER DE QU;;0.00;4.00;0;0;1
10387;0;729;117;39;2914000;6800000;1;0;0;2.92;-1.00;5.25;18,7;23,73333333;2;0,395081081;0;0;2;FUSAGASUGA;BCO COLPATRIA;0.00;4.00;0;1;0
10388;0;743;116;37;2592000;3200000;1;0;0;3.33;-1.00;5.67;17,66666667;18,7;2;0,797403964;0;0;1;FUSAGASUGA;TUYA S.A.;3.00;2.00;0;3;0
10389;0;863;162;50;3784000;6000000;1;1;0;13.00;5.50;6.92;47,03333333;69,43333333;4;0,469116343;0;0;2;PUERTO TEJADA;TUYA S.A.;1.00;2.00;1;0;2
